team,first_name,second_name,web_name,minutes,goals_scored,assists,yellow_cards,red_cards,expected_assists,expected_goals,starts
Spurs,Ashley,Phillips,Phillips,0,0,0,0,0,0.00,0.00,0
Spurs,Takai,Kōta,Takai,0,0,0,0,0,0.00,0.00,0
Spurs,Luka,Vušković,Vuskovic,0,0,0,0,0,0.00,0.00,0
Spurs,Son,Heung-min,Son,0,0,0,0,0,0.00,0.00,0
Spurs,James,Maddison,Maddison,34,0,0,0,0,0.06,0.21,0
Spurs,Mohammed,Kudus,Kudus,1535,2,6,3,0,2.41,1.92,19
Spurs,Dejan,Kulusevski,Kulusevski,0,0,0,0,0,0.00,0.00,0
Spurs,Mathys,Tel,Tel,1334,4,2,1,0,2.43,2.47,13
Spurs,Rodrigo,Bentancur,Bentancur,1880,1,1,7,0,0.84,0.72,23
Spurs,Lucas,Bergvall,Bergvall,955,1,3,2,0,0.43,1.23,11
Spurs,Yves,Bissouma,Bissouma,600,0,0,4,0,0.10,0.36,7
Spurs,Wilson,Odobert,Odobert,972,0,2,0,0,1.21,1.92,10
Spurs,Manor,Solomon,Solomon,0,0,0,0,0,0.00,0.00,0
Spurs,Bryan,Gil Salvatierra,Bryan,0,0,0,0,0,0.00,0.00,0
Spurs,Archie,Gray,Gray,1471,2,2,5,0,1.29,1.50,18
Spurs,Mikey,Moore,Moore,0,0,0,0,0,0.00,0.00,0
Spurs,Pape Matar,Sarr,P.M.Sarr,1388,2,4,3,0,1.11,1.63,13
Spurs,Yang,Min-hyeok,Min-hyeok,0,0,0,0,0,0.00,0.00,0
Spurs,Callum,Olusesi,Olusesi,14,0,0,0,0,0.01,0.00,0
Spurs,Dominic,Solanke-Mitchell,Solanke,997,3,0,1,0,0.34,2.97,11
Spurs,Richarlison,de Andrade,Richarlison,1954,11,4,5,0,1.46,8.64,20
Spurs,Will,Lankshear,Lankshear,0,0,0,0,0,0.00,0.00,0
Spurs,Dane,Scarlett,Scarlett,7,0,0,0,0,0.01,0.00,0
Spurs,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,J.Palhinha,2192,5,3,8,0,0.65,2.72,23
Spurs,Xavi,Simons,Xavi,1747,2,5,5,1,3.85,3.06,19
Spurs,Randal,Kolo Muani,Kolo Muani,1655,1,1,3,0,1.63,2.07,21
Spurs,Jun'ai,Byfield,Byfield,1,0,0,0,0,0.00,0.00,0
Spurs,James,Rowswell,Rowswell,1,0,0,0,0,0.00,0.00,0
Spurs,Yusuf,Akhamrich,Akhamrich,0,0,0,0,0,0.00,0.00,0
Spurs,Lucá,Williams-Barnett,Williams-Barnett,0,0,0,0,0,0.00,0.00,0
Spurs,Conor,Gallagher,Gallagher,1183,1,1,2,0,0.70,1.23,14
Spurs,João Victor,de Souza Menezes,Souza,142,0,0,1,0,0.03,0.02,2
Spurs,Rio,Kyerematen,Kyerematen,0,0,0,0,0,0.00,0.00,0
Spurs,James,Wilson,Wilson,0,0,0,0,0,0.00,0.00,0
West Ham,Adama,Traoré Diarra,Adama,376,0,0,1,0,0.57,0.69,1
West Ham,Alphonse,Areola,Areola,1800,0,1,0,0,0.00,0.00,20
West Ham,Wes,Foderingham,Foderingham,0,0,0,0,0,0.00,0.00,0
West Ham,Krisztián,Hegyi,Hegyi,0,0,0,0,0,0.00,0.00,0
West Ham,El Hadji Malick,Diouf,Diouf,2706,0,6,6,0,2.51,0.57,30
West Ham,Emerson,Palmieri dos Santos,Emerson,0,0,0,0,0,0.00,0.00,0
West Ham,Maximilian,Kilman,Kilman,1559,0,0,4,0,0.25,0.56,17
West Ham,Konstantinos,Mavropanos,Mavropanos,2532,3,0,2,0,0.70,2.47,27
West Ham,Nayef,Aguerd,N.Aguerd,180,0,0,0,0,0.03,0.10,2
West Ham,Ollie,Scarles,Scarles,656,0,1,2,0,0.32,0.18,9
West Ham,Jean-Clair,Todibo,Todibo,1817,0,1,5,1,0.32,0.25,22
West Ham,Aaron,Wan-Bissaka,Wan-Bissaka,2080,0,3,4,0,1.00,0.00,23
West Ham,Kaelan,Casey,Casey,0,0,0,0,0,0.00,0.00,0
West Ham,Lucas,Tolentino Coelho de Lima,L.Paquetá,1513,4,2,5,1,2.00,2.85,18
West Ham,Tomáš,Souček,Souček,2190,5,2,3,1,0.52,5.73,24
West Ham,Crysencio,Summerville,Summerville,2470,5,4,6,0,3.35,5.43,29
West Ham,Edson,Álvarez Velázquez,Álvarez,0,0,0,0,0,0.00,0.00,0
West Ham,Maxwel,Cornet,Cornet,0,0,0,0,0,0.00,0.00,0
West Ham,Guido,Rodríguez,G.Rodriguez,175,0,0,1,0,0.04,0.03,2
West Ham,Luis Guilherme,Lira dos Santos,L.Guilherme,121,0,0,0,0,0.03,0.07,1
West Ham,George,Earthy,Earthy,8,0,0,0,0,0.01,0.00,0
West Ham,Andy,Irving,Irving,156,0,0,0,0,0.17,0.00,2
West Ham,Lewis,Orford,Orford,0,0,0,0,0,0.00,0.00,0
West Ham,Freddie,Potts,Potts,1162,0,1,1,0,1.06,0.21,12
West Ham,Jarrod,Bowen,Bowen,3406,9,13,4,0,5.21,7.22,38
West Ham,Niclas,Füllkrug,Füllkrug,407,0,0,0,0,0.21,0.93,5
West Ham,Callum,Marshall,Marshall,58,0,0,0,0,0.00,0.13,0
West Ham,Kyle,Walker-Peters,Walker-Peters,1378,1,0,2,0,0.37,1.13,15
West Ham,Callum,Wilson,Wilson,1234,7,2,1,0,0.54,7.60,11
West Ham,Mads,Hermansen,Hermansen,1620,0,1,0,0,0.01,0.00,18
West Ham,Mateus Gonçalo,Espanha Fernandes,M.Fernandes,3017,3,4,7,0,2.96,1.99,35
West Ham,Soungoutou,Magassa,S.Magassa,971,1,0,4,0,0.32,0.44,11
West Ham,Lukasz,Fabianski,Fabianski,0,0,0,0,0,0.00,0.00,0
West Ham,Ezra,Mayers,Mayers,113,0,0,0,0,0.49,0.12,0
West Ham,Airidas,Golambeckis,Golambeckis,0,0,0,0,0,0.00,0.00,0
West Ham,Mohamadou,Kanté,Mohamadou Kanté,67,0,0,2,0,0.04,0.07,0
West Ham,Pablo Felipe,Pereira de Jesus,Pablo,819,0,1,0,0,1.11,1.05,10
West Ham,Valentín,Castellanos,Taty,1384,6,1,6,0,0.81,5.75,17
West Ham,Keiber,Lamadrid,Lamadrid,0,0,0,0,0,0.00,0.00,0
West Ham,Axel,Disasi,Disasi,1254,0,0,1,0,0.03,1.10,14
West Ham,Finlay,Herrick,Herrick,0,0,0,0,0,0.00,0.00,0
Wolves,Sam,Johnstone,Johnstone,1080,0,0,0,0,0.02,0.00,12
Wolves,José,Malheiro de Sá,José Sá,2070,0,0,2,0,0.04,0.00,23
Wolves,Daniel,Bentley,Bentley,270,0,0,0,0,0.00,0.00,3
Wolves,Emmanuel,Agbadou,Agbadou,1100,0,0,1,1,0.40,0.57,12
Wolves,Matt,Doherty,Doherty,786,0,0,4,0,0.19,0.09,11
Wolves,Hugo,Bueno López,H.Bueno,2359,1,3,3,0,3.49,0.86,26
Wolves,Yerson,Mosquera Valdelamar,Mosquera,2137,0,0,12,0,0.62,2.51,24
Wolves,Rodrigo,Martins Gomes,R.Gomes,954,3,0,0,0,0.39,2.13,9
Wolves,Santiago,Ignacio Bueno,S.Bueno,2552,3,2,4,0,1.45,2.28,28
Wolves,Toti,Gomes,Toti,1423,0,0,1,1,0.29,0.53,17
Wolves,Ki-Jana,Hoever,Hoever,423,0,0,0,0,0.36,0.02,6
Wolves,Bastien,Meupiyou Menadjou,Meupiyou,0,0,0,0,0,0.00,0.00,0
Wolves,Pedro,Cardoso de Lima,Pedro Lima,257,0,0,0,0,0.37,0.35,3
Wolves,Alfie,Pond,Pond,0,0,0,0,0,0.00,0.00,0
Wolves,Hwang,Hee-chan,Hee Chan,1439,2,2,5,0,1.57,2.37,18
Wolves,André,Trindade da Costa Neto,André,2760,1,0,12,0,0.99,0.52,30
Wolves,Jean-Ricner,Bellegarde,Bellegarde,1239,1,1,5,0,1.06,1.04,15
Wolves,Fer,López González,Fer López,228,0,1,1,0,0.61,0.16,2
Wolves,João Victor,Gomes da Silva,J.Gomes,2829,1,2,10,0,2.09,1.29,32
Wolves,Gonçalo Manuel,Ganchinho Guedes,Guedes,0,0,0,0,0,0.00,0.00,0
Wolves,Marshall,Munetsi,Munetsi,872,1,2,2,0,0.38,1.64,9
Wolves,Boubacar,Traoré,B.Traore,0,0,0,0,0,0.00,0.00,0
Wolves,Tawanda,Chirewa,Chirewa,25,0,0,0,0,0.00,0.00,0
Wolves,Tom,Edozie,Edozie,12,1,0,0,0,0.00,0.23,0
Wolves,Enso,González Medina,Gonzalez,0,0,0,0,0,0.00,0.00,0
Wolves,Joe,Hodge,Hodge,0,0,0,0,0,0.00,0.00,0
Wolves,Fábio,Soares Silva,Fábio Silva,0,0,0,0,0,0.00,0.00,0
Wolves,Saša,Kalajdžić,Kalajdžić,14,0,0,0,0,0.01,0.00,0
Wolves,Leon,Chiwome,Chiwome,0,0,0,0,0,0.00,0.00,0
Wolves,Nathan,Fraser,Fraser,0,0,0,0,0,0.00,0.00,0
Wolves,Jhon,Arias,J.Arias,1117,1,0,1,0,0.62,3.38,14
Wolves,David,Møller Wolfe,Møller Wolfe,1042,0,2,1,0,1.09,0.13,11
Wolves,Jackson,Tchatchoua,Tchatchoua,1834,0,1,3,0,1.60,0.33,19
Wolves,Ladislav,Krejcí,Krejčí,2356,2,2,3,1,1.49,2.23,27
Wolves,Tolu,Arokodare,Tolu,1402,3,2,1,0,0.39,5.49,13
Wolves,Mateus,Mané,Mané,1787,3,2,0,0,3.69,2.01,19
Wolves,Saheed,Olagunju,Olagunju,0,0,0,0,0,0.00,0.00,0
Wolves,Luke,Rawlings,Rawlings,0,0,0,0,0,0.00,0.00,0
Wolves,Temple,Ojinnaka,Ojinnaka,0,0,0,0,0,0.00,0.00,0
Wolves,Ethan,Sutherland,Sutherland,0,0,0,0,0,0.00,0.00,0
Wolves,Jerome,Abbey,Abbey,16,0,0,0,0,0.00,0.00,0
Wolves,Angel,Gomes,Angel,457,0,0,1,0,0.28,0.25,7
Wolves,Adam,Armstrong,Armstrong,1141,2,2,3,0,0.85,2.77,14
Wolves,Alfie,Brooks,Brooks,0,0,0,0,0,0.00,0.00,0
Wolves,Josh,Gracey,Gracey,0,0,0,0,0,0.00,0.00,0
